ApplNo	ProductNo	Form	RoutsOfAdministration	DrugName	ActiveIngredient
079074	001	TABLET	ORAL	LOPINAVIR; RITONAVIR	LOPINAVIR; RITONAVIR
079075	001	TABLET	BUCCAL_SUBLINGUAL	FENTANYL CITRATE	FENTANYL CITRATE
079075	002	TABLET	BUCCAL_SUBLINGUAL	FENTANYL CITRATE	FENTANYL CITRATE
079075	003	TABLET	BUCCAL_SUBLINGUAL	FENTANYL CITRATE	FENTANYL CITRATE
079075	004	TABLET	BUCCAL_SUBLINGUAL	FENTANYL CITRATE	FENTANYL CITRATE
079075	005	TABLET	BUCCAL_SUBLINGUAL	FENTANYL CITRATE	FENTANYL CITRATE
079076	001	INJECTABLE	INJECTION	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
079078	001	INJECTABLE	INJECTION	GRANISETRON HYDROCHLORIDE	GRANISETRON HYDROCHLORIDE
079078	002	INJECTABLE	INJECTION	GRANISETRON HYDROCHLORIDE	GRANISETRON HYDROCHLORIDE
079079	001	TABLET	ORAL	LAMIVUDINE; ZIDOVUDINE	LAMIVUDINE; ZIDOVUDINE
079080	001	TABLET_DELAYED_RELEASE	ORAL	DIVALPROEX SODIUM	DIVALPROEX SODIUM
079081	001	TABLET	ORAL	LAMIVUDINE AND ZIDOVUDINE	LAMIVUDINE; ZIDOVUDINE
079082	001	CAPSULE	ORAL	URSODIOL	URSODIOL
079084	001	SOLUTION_DROPS	OPHTHALMIC	GATIFLOXACIN	GATIFLOXACIN
079085	001	TABLET	ORAL	CARBIDOPA, LEVODOPA AND ENTACAPONE	CARBIDOPA; ENTACAPONE; LEVODOPA
079085	002	TABLET	ORAL	CARBIDOPA, LEVODOPA AND ENTACAPONE	CARBIDOPA; ENTACAPONE; LEVODOPA
079086	001	INJECTABLE	INTRAVENOUS	FLUDEOXYGLUCOSE F18	FLUDEOXYGLUCOSE F-18
079087	001	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079087	002	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079087	003	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079087	004	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079087	005	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079087	006	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079087	007	TABLET_EXTENDED_RELEASE	ORAL	OXYMORPHONE HYDROCHLORIDE	OXYMORPHONE HYDROCHLORIDE
079088	001	TABLET	ORAL	RISPERIDONE	RISPERIDONE
079088	002	TABLET	ORAL	RISPERIDONE	RISPERIDONE
079088	003	TABLET	ORAL	RISPERIDONE	RISPERIDONE
079088	004	TABLET	ORAL	RISPERIDONE	RISPERIDONE
079088	005	TABLET	ORAL	RISPERIDONE	RISPERIDONE
079088	006	TABLET	ORAL	RISPERIDONE	RISPERIDONE
079089	001	TABLET	ORAL	BICALUTAMIDE	BICALUTAMIDE
079090	001	FILM_EXTENDED_RELEASE	TRANSDERMAL	CLONIDINE	CLONIDINE
079090	002	FILM_EXTENDED_RELEASE	TRANSDERMAL	CLONIDINE	CLONIDINE
079090	003	FILM_EXTENDED_RELEASE	TRANSDERMAL	CLONIDINE	CLONIDINE
079093	001	TABLET	ORAL	NABUMETONE	NABUMETONE
079093	002	TABLET	ORAL	NABUMETONE	NABUMETONE
079094	001	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
079095	001	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
079095	002	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
079095	003	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
079096	001	TABLET	ORAL	NAPROXEN SODIUM	NAPROXEN SODIUM
079098	001	TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE
079098	002	TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE
079098	003	TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE
079098	004	TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE
079098	005	TABLET	ORAL	VENLAFAXINE HYDROCHLORIDE	VENLAFAXINE HYDROCHLORIDE
079099	001	TABLET_CHEWABLE	ORAL	LAMOTRIGINE	LAMOTRIGINE
079099	002	TABLET_CHEWABLE	ORAL	LAMOTRIGINE	LAMOTRIGINE
079102	001	TABLET	ORAL_28	ALTAVERA	ETHINYL ESTRADIOL; LEVONORGESTREL
079103	001	TABLET	ORAL	MONTELUKAST SODIUM	MONTELUKAST SODIUM
079104	001	INJECTABLE	INJECTION	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	FLUCONAZOLE
079104	002	INJECTABLE	INJECTION	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	FLUCONAZOLE
079106	001	TABLET	ORAL	BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE
079106	002	TABLET	ORAL	BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE
079106	003	TABLET	ORAL	BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE
079107	001	SOLUTION	ORAL	LEVETIRACETAM	LEVETIRACETAM
079108	001	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
079108	002	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
079108	003	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
079108	004	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
079108	005	CAPSULE_EXTENDED_RELEASE	ORAL	DEXMETHYLPHENIDATE HYDROCHLORIDE	DEXMETHYLPHENIDATE HYDROCHLORIDE
079110	001	TABLET	ORAL	BICALUTAMIDE	BICALUTAMIDE
079111	001	TABLET	ORAL	RIBAVIRIN	RIBAVIRIN
079112	001	TABLET	ORAL	CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES	FEXOFENADINE HYDROCHLORIDE
079112	002	TABLET	ORAL	CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY	FEXOFENADINE HYDROCHLORIDE
079112	003	TABLET	ORAL	FEXOFENADINE HYDROCHLORIDE HIVES	FEXOFENADINE HYDROCHLORIDE
079112	004	TABLET	ORAL	FEXOFENADINE HYDROCHLORIDE ALLERGY	FEXOFENADINE HYDROCHLORIDE
079112	005	TABLET	ORAL	FEXOFENADINE HYDROCHLORIDE HIVES	FEXOFENADINE HYDROCHLORIDE
079112	006	TABLET	ORAL	FEXOFENADINE HYDROCHLORIDE ALLERGY	FEXOFENADINE HYDROCHLORIDE
079113	001	TABLET	ORAL	IBUPROFEN AND DIPHENHYDRAMINE CITRATE	DIPHENHYDRAMINE CITRATE; IBUPROFEN
079114	001	CREAM_SUPPOSITORY	TOPICAL_VAGINAL	MICONAZOLE NITRATE	MICONAZOLE NITRATE
079114	002	CREAM	TOPICAL_VAGINAL	MICONAZOLE NITRATE	MICONAZOLE NITRATE
079115	001	TABLET_EXTENDED_RELEASE	ORAL	FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE	FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
079116	001	CAPSULE	ORAL	RAMIPRIL	RAMIPRIL
079116	002	CAPSULE	ORAL	RAMIPRIL	RAMIPRIL
079116	003	CAPSULE	ORAL	RAMIPRIL	RAMIPRIL
079116	004	CAPSULE	ORAL	RAMIPRIL	RAMIPRIL
079117	001	CAPSULE	ORAL	RIBAVIRIN	RIBAVIRIN
079118	001	TABLET_EXTENDED_RELEASE	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
079118	002	TABLET_EXTENDED_RELEASE	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
079119	001	INJECTABLE	INJECTION	GRANISETRON HYDROCHLORIDE	GRANISETRON HYDROCHLORIDE
079120	001	SOLUTION	ORAL	LEVETIRACETAM	LEVETIRACETAM
079121	001	SOLUTION	ORAL	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE
079123	001	INJECTABLE	SUBCUTANEOUS	SUMATRIPTAN SUCCINATE	SUMATRIPTAN SUCCINATE
079124	001	TABLET	ORAL	LAMIVUDINE AND ZIDOVUDINE	LAMIVUDINE; ZIDOVUDINE
079128	001	TABLET	ORAL	LAMIVUDINE AND ZIDOVUDINE	LAMIVUDINE; ZIDOVUDINE
079129	001	TABLET	ORAL	IBUPROFEN	IBUPROFEN
079132	001	TABLET	ORAL	LAMOTRIGINE	LAMOTRIGINE
079132	002	TABLET	ORAL	LAMOTRIGINE	LAMOTRIGINE
079132	003	TABLET	ORAL	LAMOTRIGINE	LAMOTRIGINE
079132	004	TABLET	ORAL	LAMOTRIGINE	LAMOTRIGINE
079133	001	TABLET	ORAL	AMILORIDE HYDROCHLORIDE	AMILORIDE HYDROCHLORIDE
079134	001	INJECTABLE	INJECTION	LABETALOL HYDROCHLORIDE	LABETALOL HYDROCHLORIDE
079135	001	TABLET_EXTENDED_RELEASE	ORAL	TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE	TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE
079135	002	TABLET_EXTENDED_RELEASE	ORAL	TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE	TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE
079135	003	TABLET_EXTENDED_RELEASE	ORAL	TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE	TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE
079135	004	TABLET_EXTENDED_RELEASE	ORAL	TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE	TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE
079137	001	TABLET	ORAL	VALACYCLOVIR HYDROCHLORIDE	VALACYCLOVIR HYDROCHLORIDE
079137	002	TABLET	ORAL	VALACYCLOVIR HYDROCHLORIDE	VALACYCLOVIR HYDROCHLORIDE
079138	001	INJECTABLE	INJECTION	ARTICAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE	ARTICAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE
079139	001	CAPSULE	ORAL	LITHIUM CARBONATE	LITHIUM CARBONATE
079139	002	CAPSULE	ORAL	LITHIUM CARBONATE	LITHIUM CARBONATE
079139	003	CAPSULE	ORAL	LITHIUM CARBONATE	LITHIUM CARBONATE
079141	001	CAPSULE_EXTENDED_RELEASE	ORAL	TOLTERODINE TARTRATE	TOLTERODINE TARTRATE
079141	002	CAPSULE_EXTENDED_RELEASE	ORAL	TOLTERODINE TARTRATE	TOLTERODINE TARTRATE
079142	001	TABLET_CHEWABLE	ORAL	MONTELUKAST SODIUM	MONTELUKAST SODIUM
079142	002	TABLET_CHEWABLE	ORAL	MONTELUKAST SODIUM	MONTELUKAST SODIUM
079145	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079145	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079145	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079145	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079147	001	INJECTABLE	INJECTION	ADENOSINE	ADENOSINE
079148	001	TABLET	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
079148	002	TABLET	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
079148	003	TABLET	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
079150	001	FOR_SUSPENSION	ORAL	FLUCONAZOLE	FLUCONAZOLE
079150	002	FOR_SUSPENSION	ORAL	FLUCONAZOLE	FLUCONAZOLE
079153	001	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079153	002	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079153	003	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079153	004	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079157	001	INJECTABLE	INJECTION	TECHNETIUM TC 99M SESTAMIBI	TECHNETIUM TC-99M SESTAMIBI KIT
079158	001	SOLUTION	ORAL	RISPERIDONE	RISPERIDONE
079159	001	CAPSULE	ORAL	LITHIUM CARBONATE	LITHIUM CARBONATE
079159	002	CAPSULE	ORAL	LITHIUM CARBONATE	LITHIUM CARBONATE
079159	003	CAPSULE	ORAL	LITHIUM CARBONATE	LITHIUM CARBONATE
079160	001	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
079160	002	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
079160	003	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
079161	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079161	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079161	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079161	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079162	001	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079162	002	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079162	003	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079162	004	TABLET	ORAL	TOPIRAMATE	TOPIRAMATE
079163	001	TABLET_DELAYED_RELEASE	ORAL	DIVALPROEX SODIUM	DIVALPROEX SODIUM
079163	002	TABLET_DELAYED_RELEASE	ORAL	DIVALPROEX SODIUM	DIVALPROEX SODIUM
079163	003	TABLET_DELAYED_RELEASE	ORAL	DIVALPROEX SODIUM	DIVALPROEX SODIUM
079164	001	TABLET	ORAL	FLECAINIDE ACETATE	FLECAINIDE ACETATE
079164	002	TABLET	ORAL	FLECAINIDE ACETATE	FLECAINIDE ACETATE
079164	003	TABLET	ORAL	FLECAINIDE ACETATE	FLECAINIDE ACETATE
079165	001	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079165	002	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079165	003	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079165	004	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079165	005	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079165	006	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079165	007	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079166	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079166	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079166	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079166	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079167	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079167	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079167	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079167	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079168	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079168	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079168	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079168	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079169	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079169	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079169	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079169	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079170	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079170	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079170	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079170	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079171	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079171	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079171	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079171	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079172	001	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079172	002	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079172	003	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079172	004	TABLET	ORAL	ROSUVASTATIN CALCIUM	ROSUVASTATIN CALCIUM
079174	001	TABLET	ORAL	IBUPROFEN	IBUPROFEN
079175	001	CAPSULE_EXTENDED_RELEASE	ORAL	INDOMETHACIN	INDOMETHACIN
079179	001	TABLET	ORAL	IMATINIB MESYLATE	IMATINIB MESYLATE
079179	002	TABLET	ORAL	IMATINIB MESYLATE	IMATINIB MESYLATE
079182	001	FOR_SUSPENSION	ORAL	OMEPRAZOLE AND SODIUM BICARBONATE	OMEPRAZOLE; SODIUM BICARBONATE
079182	002	FOR_SUSPENSION	ORAL	OMEPRAZOLE AND SODIUM BICARBONATE	OMEPRAZOLE; SODIUM BICARBONATE
079183	001	INJECTABLE	INJECTION	GEMCITABINE HYDROCHLORIDE	GEMCITABINE HYDROCHLORIDE
079184	001	TABLET	ORAL	URSODIOL	URSODIOL
079184	002	TABLET	ORAL	URSODIOL	URSODIOL
079185	001	TABLET	ORAL	BICALUTAMIDE	BICALUTAMIDE
079186	001	SOLUTION_DROPS	OPHTHALMIC	DORZOLAMIDE HYDROCHLORIDE	DORZOLAMIDE HYDROCHLORIDE
079187	001	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
079187	002	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
079187	003	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
079187	004	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
079188	001	CAPSULE	ORAL	EMTRICITABINE	EMTRICITABINE
079191	001	TABLET	ORAL	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE
079191	002	TABLET	ORAL	CETIRIZINE HYDROCHLORIDE HIVES RELIEF	CETIRIZINE HYDROCHLORIDE
079191	003	TABLET	ORAL	CETIRIZINE HYDROCHLORIDE HIVES RELIEF	CETIRIZINE HYDROCHLORIDE
079191	004	TABLET	ORAL	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE
079193	001	TABLET	ORAL	ESTRADIOL AND NORETHINDRONE ACETATE	ESTRADIOL; NORETHINDRONE ACETATE
079194	001	INJECTABLE	INJECTION	IBANDRONATE SODIUM	IBANDRONATE SODIUM
079195	001	INJECTABLE	INJECTION	ROCURONIUM BROMIDE	ROCURONIUM BROMIDE
079195	002	INJECTABLE	INJECTION	ROCURONIUM BROMIDE	ROCURONIUM BROMIDE
079196	001	INJECTABLE	INJECTION	BUMETANIDE	BUMETANIDE
079197	001	INJECTABLE	IV_INFUSION	PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM
079198	001	INJECTABLE	INJECTION	OCTREOTIDE ACETATE (PRESERVATIVE FREE)	OCTREOTIDE ACETATE
079198	002	INJECTABLE	INJECTION	OCTREOTIDE ACETATE (PRESERVATIVE FREE)	OCTREOTIDE ACETATE
079198	003	INJECTABLE	INJECTION	OCTREOTIDE ACETATE (PRESERVATIVE FREE)	OCTREOTIDE ACETATE
079199	001	INJECTABLE	INJECTION	ROCURONIUM BROMIDE	ROCURONIUM BROMIDE
079199	002	INJECTABLE	INJECTION	ROCURONIUM BROMIDE	ROCURONIUM BROMIDE
079204	001	TABLET_CHEWABLE	ORAL	LAMOTRIGINE	LAMOTRIGINE
079204	002	TABLET_CHEWABLE	ORAL	LAMOTRIGINE	LAMOTRIGINE
079205	001	CAPSULE	ORAL	IBUPROFEN	IBUPROFEN
079206	001	CAPSULE	ORAL	TOPIRAMATE	TOPIRAMATE
079206	002	CAPSULE	ORAL	TOPIRAMATE	TOPIRAMATE
079209	001	SOLUTION	ORAL	FLUOXETINE HYDROCHLORIDE	FLUOXETINE HYDROCHLORIDE
079211	001	SYRUP	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
079212	001	SYRUP	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
079213	001	TABLET	ORAL	IRBESARTAN	IRBESARTAN
079213	002	TABLET	ORAL	IRBESARTAN	IRBESARTAN
079213	003	TABLET	ORAL	IRBESARTAN	IRBESARTAN
079214	001	FOR_SOLUTION	ORAL	POLYETHYLENE GLYCOL 3350	POLYETHYLENE GLYCOL 3350
079215	001	TABLET	ORAL	RISEDRONATE SODIUM	RISEDRONATE SODIUM
079216	001	GUM_CHEWING	BUCCAL	NICOTINE POLACRILEX	NICOTINE POLACRILEX
079217	001	CAPSULE	ORAL	DRONABINOL	DRONABINOL
079217	002	CAPSULE	ORAL	DRONABINOL	DRONABINOL
079217	003	CAPSULE	ORAL	DRONABINOL	DRONABINOL
079218	001	TABLET	ORAL	LEVONORGESTREL AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; LEVONORGESTREL
079219	001	GUM_CHEWING	BUCCAL	NICOTINE POLACRILEX	NICOTINE POLACRILEX
079220	001	TABLET	ORAL	ANASTROZOLE	ANASTROZOLE
079221	001	TABLET	ORAL	LORYNA	DROSPIRENONE; ETHINYL ESTRADIOL
079224	001	INJECTABLE	INJECTION	ONDANSETRON HYDROCHLORIDE	ONDANSETRON HYDROCHLORIDE
079225	001	TABLET	ORAL	MEMANTINE HYDROCHLORIDE	MEMANTINE HYDROCHLORIDE
079225	002	TABLET	ORAL	MEMANTINE HYDROCHLORIDE	MEMANTINE HYDROCHLORIDE
079226	001	TABLET_EXTENDED_RELEASE	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
079227	001	OINTMENT	TOPICAL	ALCLOMETASONE DIPROPIONATE	ALCLOMETASONE DIPROPIONATE
079229	001	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079229	002	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079229	003	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079229	004	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079229	005	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079229	006	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079229	007	TABLET	ORAL	ROPINIROLE HYDROCHLORIDE	ROPINIROLE HYDROCHLORIDE
079230	001	TABLET	ORAL	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE
079230	002	TABLET	ORAL	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE
079232	001	FOR_SOLUTION	ORAL	LAX-LYTE WITH FLAVOR PACKS	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
079233	001	TABLET	ORAL	IBUPROFEN	IBUPROFEN
079234	001	TABLET	ORAL	TORSEMIDE	TORSEMIDE
079234	002	TABLET	ORAL	TORSEMIDE	TORSEMIDE
079234	003	TABLET	ORAL	TORSEMIDE	TORSEMIDE
079234	004	TABLET	ORAL	TORSEMIDE	TORSEMIDE
079235	001	INJECTABLE	INJECTION	PRILOCAINE HYDROCHLORIDE	PRILOCAINE HYDROCHLORIDE
079237	001	CAPSULE	ORAL	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE
079238	001	INJECTABLE	INJECTION	ARGATROBAN	ARGATROBAN
079239	001	TABLET	ORAL	GEMFIBROZIL	GEMFIBROZIL
079240	001	INJECTABLE	SUBCUTANEOUS	SUMATRIPTAN SUCCINATE	SUMATRIPTAN SUCCINATE
079240	002	INJECTABLE	SUBCUTANEOUS	SUMATRIPTAN SUCCINATE	SUMATRIPTAN SUCCINATE
079241	001	SYRUP	ORAL	ALBUTEROL SULFATE	ALBUTEROL SULFATE
079242	001	INJECTABLE	SUBCUTANEOUS	SUMATRIPTAN SUCCINATE	SUMATRIPTAN SUCCINATE
079244	001	CONCENTRATE	ORAL	LORAZEPAM	LORAZEPAM
079245	001	TABLET	ORAL	FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE	FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
079245	002	TABLET	ORAL	FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE	FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
079246	001	TABLET	ORAL	ABACAVIR SULFATE AND LAMIVUDINE	ABACAVIR SULFATE; LAMIVUDINE
079247	001	TABLET	ORAL	MONOBASIC SODIUM PHOSPHATE AND DIBASIC SODIUM PHOSPHATE	SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE
080001	001	INJECTABLE	INJECTION	CALCIUM GLUCEPTATE	CALCIUM GLUCEPTATE
080003	001	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080003	002	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
